ko_id	seed_ids	definition	kegg_ids
K01460	rxn01404;rxn01403	glutathionylspermidine amidase/synthetase [EC:3.5.1.78 6.3.1.8]	R01917;R01918
K00130	rxn01868;rxn01867	betaine-aldehyde dehydrogenase [EC:1.2.1.8]	R02566;R02565
K02791	rxn06231;rxn39360;rxn15363;rxn15448;rxn06592	maltose/glucose PTS system EIICB component [EC:2.7.1.199 2.7.1.208]	R02738;R04111
K00139	rxn00508	succinate-semialdehyde dehydrogenase [EC:1.2.1.24]	R00713
K00137	rxn01851	aminobutyraldehyde dehydrogenase [EC:1.2.1.19]	R12215;R02549
K01468	rxn01642	imidazolonepropionase [EC:3.5.2.7]	R02288
K00138	rxn00507	aldehyde dehydrogenase [EC:1.2.1.-]	R00711
K01469	rxn00186	5-oxoprolinase (ATP-hydrolysing) [EC:3.5.2.9]	R00251
K00135	rxn00508;rxn00509;rxn01729	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]	R00714;R02401;R00713
K01466	rxn15334	allantoinase [EC:3.5.2.5]	R02425
K02798	rxn06224	mannitol PTS system EIIA component [EC:2.7.1.197]	R02704
K01467	rxn07099	beta-lactamase class C [EC:3.5.2.6]	R06363
K14750	rxn03740	ethylbenzene dioxygenase ferredoxin component	R05440
K13421	rxn01362;rxn11759;rxn00710	uridine monophosphate synthetase [EC:2.4.2.10 4.1.1.23]	R01870;R08231;R00965
K14751	rxn03716	2,3-dihydroxyethylbenzene 1,2-dioxygenase [EC:1.13.11.-]	R05416
K13427	rxn14091;rxn00400;rxn14058	nitric-oxide synthase, plant [EC:1.14.13.39]	R00111;R00557;R00558
K14759	rxn01258;rxn11703;rxn11702;rxn02832	isochorismate synthase / 2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase / 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase / O-succinylbenzoate synthase [EC:5.4.4.2 2.2.1.9 4.2.99.20 4.2.1.113]	R01717;R04031;R08166;R08165
K14756	rxn06005;rxn15210	klotho [EC:3.2.1.31]	R01478
K14755	rxn00659;rxn19261;rxn00661;rxn39275;rxn39388;rxn02352;rxn21501;rxn39276;rxn00864;rxn01463	carnosine synthase [EC:6.3.2.11]	R00912;R03286;R01164;R01991;R00910
K00122	rxn00371	formate dehydrogenase [EC:1.17.1.9]	R00519
K01453	rxn00044	6-aminohexanoate-oligomer exohydrolase [EC:3.5.1.46]	R10975;R00059;R10979
K00123	rxn00371	formate dehydrogenase major subunit [EC:1.17.1.9]	R00519
K01451	rxn01037	hippurate hydrolase [EC:3.5.1.32]	R01424
K02783	rxn06983	glucitol/sorbitol PTS system EIIC component	R05820
K00121	rxn11838;rxn04908;rxn11834;rxn01530;rxn04736;rxn04792;rxn00543;rxn03333;rxn14089;rxn11809;rxn04726;rxn05871;rxn14054	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]	R00754;R06917;R00623;R06927;R04880;R05233;R08306;R08310;R02124;R05234;R07105;R06983;R08281
K01452	rxn09401	chitin deacetylase [EC:3.5.1.41]	R02333
K02782	rxn06983	glucitol/sorbitol PTS system EIIB component [EC:2.7.1.198]	R05820
K02781	rxn06983	glucitol/sorbitol PTS system EIIA component [EC:2.7.1.198]	R05820
K00128	rxn02729;rxn03423;rxn01937;rxn00506;rxn03106;rxn03552;rxn35536;rxn02350;rxn11532;rxn02853;rxn15053;rxn03354;rxn04234;rxn32113;rxn02122;rxn02106;rxn01286;rxn00653;rxn03598;rxn06890;rxn00196;rxn01459;rxn01851	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	R00904;R02940;R01752;R00631;R02678;R05238;R00710;R01986;R04903;R02957;R02549;R03869;R04506;R06366;R03283;R08146;R04065;R05286;R05237;R00264;R05050
K00129	rxn03344;rxn39344;rxn04907;rxn01944;rxn02365;rxn01840;rxn03336;rxn03400;rxn11835;rxn01841;rxn02364;rxn20533;rxn01943;rxn00653;rxn03341;rxn11810;rxn03343;rxn03340;rxn11811;rxn03335;rxn00507	aldehyde dehydrogenase (NAD(P)+) [EC:1.2.1.5]	R00904;R04888;R02697;R03302;R04889;R04996;R02537;R08307;R00711;R02536;R04891;R04892;R04882;R02695;R03300;R04883;R07104;R08282;R08283
K00126	rxn00371	formate dehydrogenase subunit delta [EC:1.17.1.9]	R00519
K01457	rxn00002	allophanate hydrolase [EC:3.5.1.54]	R00005
K00127	rxn00371	formate dehydrogenase subunit gamma	R00519
K01458	rxn00375	N-formylglutamate deformylase [EC:3.5.1.68]	R00525
K02788	rxn15459;rxn06677	lactose PTS system EIICB component [EC:2.7.1.207]	R04393
K00124	rxn00371	formate dehydrogenase iron-sulfur subunit	R00519
K01455	rxn00374	formamidase [EC:3.5.1.49]	R00524
K02786	rxn15459;rxn06677	lactose PTS system EIIA component [EC:2.7.1.207]	R04393
K01409	rxn40394	N6-L-threonylcarbamoyladenine synthase [EC:2.3.1.234]	R10648
K14727	rxn02144;rxn02483	3-oxoadipate enol-lactonase / 4-carboxymuconolactone decarboxylase [EC:3.1.1.24 4.1.1.44]	R03470;R02991
K14729	rxn02181	multifunctional beta-oxidation protein [EC:4.2.1.- 1.1.1.-]	R03045
K14730	rxn02234	(-)-trans-carveol dehydrogenase [EC:1.1.1.243]	R03114
K14731	rxn39708;rxn39706;rxn02663;rxn04256;rxn04257;rxn39707;rxn04259;rxn14136	epsilon-lactone hydrolase [EC:3.1.1.83]	R03751;R06391;R06390;R06393;R06392
K13400	rxn02536;rxn04066	secologanin synthase [EC:1.14.19.62]	R03555;R05833
K13407	rxn16291;rxn16299;rxn16300;rxn16301	fatty acid omega-hydroxylase [EC:1.14.-.-]	R09461;R09453
K13402	rxn00690	monofunctional C1-tetrahydrofolate synthase, mitochondrial [EC:6.3.4.3]	R00943
K13401	rxn24036;rxn25725;rxn24038;rxn24040;rxn25721;rxn14165;rxn39973	valine N-monooxygenase [EC:1.14.14.38]	R10029;R10027;R10028;R08663;R10032;R10033;R10031
K14735	rxn00056	hephaestin [EC:1.16.3.1]	R00078
K14732	rxn02234;rxn01788;rxn02772;rxn01786	limonene hydroxylase [EC:1.14.14.51 1.14.14.52 1.1.1.243 1.1.1.144]	R02470;R03114;R02468;R03945
K13403	rxn00906;rxn01211	methylenetetrahydrofolate dehydrogenase(NAD+) / 5,10-methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.15 3.5.4.9]	R01655;R01218
K14733	rxn04264;rxn16222;rxn16226;rxn16230	limonene 1,2-monooxygenase [EC:1.14.13.107]	R06398;R09389;R09385;R09393
K02750	rxn15448;rxn06592	alpha-glucoside PTS system EIICB component [EC:2.7.1.208 2.7.1.-]	R04111
K01428	rxn00101	urease subunit alpha [EC:3.5.1.5]	R00131
K01429	rxn00101	urease subunit beta [EC:3.5.1.5]	R00131
K01426	rxn03839;rxn01843;rxn06522;rxn02222;rxn02275;rxn39346;rxn03869	amidase [EC:3.5.1.4]	R05551;R03096;R02540;R03909;R03180;R05590
K01427	rxn00101	urease [EC:3.5.1.5]	R00131
K01424	rxn00342	L-asparaginase [EC:3.5.1.1]	R00485
K01425	rxn00189;rxn01153	glutaminase [EC:3.5.1.2]	R00256;R01579
K02753	rxn06678;rxn06860	beta-glucoside (arbutin/salicin/cellobiose) PTS system EIICB component [EC:2.7.1.-]	R04394;R05132
K02747	rxn15728;rxn11878	N-acetylgalactosamine PTS system EIID component	R08366
K02746	rxn15728;rxn11878	N-acetylgalactosamine PTS system EIIC component	R08366
K02745	rxn15728;rxn11878	N-acetylgalactosamine PTS system EIIB component [EC:2.7.1.-]	R08366
K02744	rxn15728;rxn11879;rxn11878	N-acetylgalactosamine PTS system EIIA component [EC:2.7.1.-]	R08366;R08367
K00197	rxn40099;rxn15962;rxn40084	acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit gamma [EC:2.1.1.245]	R10243;R09096;R10219
K00198	rxn07189;rxn07824	anaerobic carbon-monoxide dehydrogenase catalytic subunit [EC:1.2.7.4]	R07157;R08034
K00195	rxn07189	anaerobic carbon-monoxide dehydrogenase, CODH/ACS complex subunit epsilon	R07157
K00196	rxn07189;rxn07824	anaerobic carbon-monoxide dehydrogenase iron sulfur subunit	R07157;R08034
K00193	rxn15962;rxn40084	acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit beta [EC:2.3.1.169]	R09096;R10219
K00194	rxn40099;rxn15962;rxn40084	acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit delta [EC:2.1.1.245]	R10243;R09096;R10219
K00192	rxn07189	anaerobic carbon-monoxide dehydrogenase, CODH/ACS complex subunit alpha [EC:1.2.7.4]	R07157
K24182	rxn15493;rxn00545	6-phosphofructokinase [EC:2.7.1.11]	R04779;R00756
K00188	rxn13962;rxn39909;rxn14152;rxn14109	2-oxoisovalerate ferredoxin oxidoreductase delta subunit [EC:1.2.7.7]	R08567;R08566;R07160
K00189	rxn07824;rxn14109;rxn39909;rxn14152;rxn13974;rxn14178;rxn13962	2-oxoisovalerate/pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.7 1.2.7.1]	R08567;R01196;R01199;R08566;R07160;R08034
K00186	rxn13962;rxn39909;rxn14152;rxn14109	2-oxoisovalerate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.7]	R08567;R08566;R07160
K00187	rxn13962;rxn39909;rxn14152;rxn14109	2-oxoisovalerate ferredoxin oxidoreductase beta subunit [EC:1.2.7.7]	R08567;R08566;R07160
K00184	rxn16343	dimethyl sulfoxide reductase iron-sulfur subunit	R09501
K00185	rxn16343	dimethyl sulfoxide reductase membrane subunit	R09501
K13497	rxn00726;rxn00791;rxn00727	anthranilate synthase/phosphoribosyltransferase [EC:4.1.3.27 2.4.2.18]	R01073;R00985;R00986
K13496	rxn07865	UDP-glucosyltransferase 73C [EC:2.4.1.-]	R08076
K13499	rxn39541;rxn39542;rxn07241;rxn06741;rxn39540;rxn39543	chondroitin sulfate synthase [EC:2.4.1.175 2.4.1.226]	R07336;R05933;R04603;R05934;R05931;R05932
K13498	rxn02507;rxn02508	indole-3-glycerol phosphate synthase / phosphoribosylanthranilate isomerase [EC:4.1.1.48 5.3.1.24]	R03509;R03508
K13493	rxn07864	cytokinin-N-glucosyltransferase [EC:2.4.1.-]	R08075
K13492	rxn01527	zeatin O-glucosyltransferase [EC:2.4.1.203]	R02118
K13495	rxn05022	cis-zeatin O-glucosyltransferase [EC:2.4.1.215]	R07260
K13494	rxn01528	zeatin O-xylosyltransferase [EC:2.4.2.40]	R02119
K01490	rxn00130	AMP deaminase [EC:3.5.4.6]	R00181
K13479	rxn01297;rxn01522	xanthine dehydrogenase FAD-binding subunit [EC:1.17.1.4]	R02103;R01768
K01486	rxn00926	adenine deaminase [EC:3.5.4.2]	R01244
K00156	rxn12210;rxn02253	pyruvate dehydrogenase (quinone) [EC:1.2.5.1]	R03145
K01487	rxn01225	guanine deaminase [EC:3.5.4.3]	R01676
K00153	rxn15991;rxn40140	S-(hydroxymethyl)mycothiol dehydrogenase [EC:1.1.1.306]	R09129;R10301
K01484	rxn02927	succinylarginine dihydrolase [EC:3.5.3.23]	R04189
K01485	rxn02090;rxn00717;rxn01025	cytosine/creatinine deaminase [EC:3.5.4.1 3.5.4.21]	R01411;R00974;R02922
K00151	rxn03055	5-carboxymethyl-2-hydroxymuconic-semialdehyde dehydrogenase [EC:1.2.1.60]	R04418
K00152	rxn02107	salicylaldehyde dehydrogenase [EC:1.2.1.65]	R02941
K01483	rxn00562	ureidoglycolate lyase [EC:4.3.2.3]	R00776
K01480	rxn00858	agmatinase [EC:3.5.3.11]	R01157
K00150	rxn00782;rxn00781	glyceraldehyde-3-phosphate dehydrogenase (NAD(P)) [EC:1.2.1.59]	R01061;R01063
K13480	rxn01297;rxn01522	xanthine dehydrogenase iron-sulfur-binding subunit	R02103;R01768
K00157	rxn11876;rxn01920;rxn01531;rxn11895;rxn11592;rxn11475;rxn39430;rxn11559;rxn11631;rxn11917	aldehyde oxidase [EC:1.2.3.1]	R08349;R03871;R01709;R02125;R08384;R02657;R04085;R04904;R08408
K01488	rxn01858;rxn01137	adenosine deaminase [EC:3.5.4.4]	R01560;R02556
K00158	rxn00152	pyruvate oxidase [EC:1.2.3.3]	R00207
K01489	rxn11749;rxn01800;rxn01368	cytidine deaminase [EC:3.5.4.5]	R02485;R08221;R01878
K12155	rxn14237;rxn14161	homomethionine N-monooxygenase [EC:1.14.14.42]	R08674;R08675
K12154	rxn14305;rxn13984;rxn14237;rxn14161;rxn14285;rxn13986	homomethionine N-monooxygenase [EC:1.14.14.42]	R08673;R08674;R08675;R08665;R08670;R08672
K13485	rxn24134;rxn04456	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [EC:4.1.1.97]	R06604
K12156	rxn14273	(methylthio)alkanaldoxime N-monooxygenase [EC:1.14.14.43]	R08666
K13482	rxn01297;rxn01522	xanthine dehydrogenase large subunit [EC:1.17.1.4]	R02103;R01768
K13481	rxn01297;rxn01522	xanthine dehydrogenase small subunit [EC:1.17.1.4]	R02103;R01768
K12153	rxn16423;rxn14209;rxn16425;rxn16424;rxn16422	phenylalanine N-monooxygenase [EC:1.14.14.40]	R09579;R08652;R09578;R09580;R09581
K13484	rxn24134;rxn04456;rxn04453	5-hydroxyisourate hydrolase / 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [EC:3.5.2.17 4.1.1.97]	R06601;R06604
K13483	rxn01297;rxn01522	xanthine dehydrogenase YagT iron-sulfur-binding subunit	R02103;R01768
K00145	rxn02465	N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]	R03443
K01476	rxn00394	arginase [EC:3.5.3.1]	R00551
K01473	rxn02281	N-methylhydantoinase A [EC:3.5.2.14]	R03187
K00143	rxn39461;rxn02224;rxn06802;rxn06675	L-2-aminoadipate reductase [EC:1.2.1.95]	R11679;R03098;R04863;R04390
K01474	rxn02281	N-methylhydantoinase B [EC:3.5.2.14]	R03187
K00140	rxn00502;rxn15094;rxn00671;rxn00501	malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]	R00935;R00705;R00706;R00922
K01471	rxn02468	6-aminohexanoate-cyclic-dimer hydrolase [EC:3.5.2.12]	R03448
K00141	rxn07482;rxn03601;rxn03934;rxn00957;rxn03935;rxn01032	benzaldehyde dehydrogenase (NAD) [EC:1.2.1.28]	R01293;R01419;R07667;R05289;R05663;R05664
K01470	rxn01374	creatinine amidohydrolase [EC:3.5.2.10]	R01884
K00148	rxn00429	glutathione-independent formaldehyde dehydrogenase [EC:1.2.1.46]	R00604
K01479	rxn01639	formiminoglutamase [EC:3.5.3.8]	R02285
K00149	rxn01851;rxn02729;rxn03423;rxn01937;rxn00506;rxn32113;rxn02106;rxn02122;rxn01286;rxn03106;rxn00653;rxn35536;rxn02350;rxn02853;rxn15053;rxn01459;rxn03354	aldehyde dehydrogenase family 9 member A1 [EC:1.2.1.47 1.2.1.3]	R00904;R02940;R01752;R00631;R02678;R00710;R01986;R04903;R02957;R02549;R03869;R04506;R03283;R04065;R05050
K00146	rxn01840;rxn20533	phenylacetaldehyde dehydrogenase [EC:1.2.1.39]	R02536
K01477	rxn01746	allantoicase [EC:3.5.3.4]	R02422
K00147	rxn02373	glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]	R03313
K01478	rxn00395	arginine deiminase [EC:3.5.3.6]	R00552
K00177	rxn14048	2-oxoglutarate ferredoxin oxidoreductase subunit gamma [EC:1.2.7.3]	R01197
K00175	rxn14048;rxn13974	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]	R01196;R01197
K24102	rxn02201;rxn02200;rxn01603	dihydrofolate synthase / dihydropteroate synthase [EC:6.3.2.12 2.5.1.15]	R03066;R03067;R02237
K00176	rxn14048	2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3]	R01197
K00174	rxn14048;rxn13974	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]	R01196;R01197
K00171	rxn14178;rxn13974;rxn07824	pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1]	R01196;R01199;R08034
K00172	rxn14178;rxn13974;rxn07824	pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1]	R01196;R01199;R08034
K00170	rxn14178;rxn13974;rxn07824	pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1]	R01196;R01199;R08034
K00166	rxn39826;rxn39309;rxn01244;rxn39453;rxn39308;rxn06031;rxn07435;rxn07434;rxn07432;rxn07433;rxn06621;rxn39828;rxn39827;rxn07430;rxn07431	2-oxoisovalerate dehydrogenase E1 component alpha subunit [EC:1.2.4.4]	R10997;R10996;R07602;R04225;R07601;R07600;R07599;R07604;R07603;R01701;R01702
K01497	rxn00300	GTP cyclohydrolase II [EC:3.5.4.25]	R00425
K00167	rxn39826;rxn39309;rxn01244;rxn39453;rxn39308;rxn06031;rxn07435;rxn07434;rxn07432;rxn07433;rxn06621;rxn39828;rxn39827;rxn07430;rxn07431	2-oxoisovalerate dehydrogenase E1 component beta subunit [EC:1.2.4.4]	R10997;R10996;R07602;R04225;R07601;R07600;R07599;R07604;R07603;R01701;R01702
K01498	rxn02475	diaminohydroxyphosphoribosylaminopyrimidine deaminase [EC:3.5.4.26]	R03459
K00164	rxn08094;rxn02376;rxn31243;rxn00441	2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]	R03316;R00621;R08549
K01495	rxn03421;rxn03174;rxn03419;rxn00302;rxn00299	GTP cyclohydrolase IA [EC:3.5.4.16]	R00428;R05046;R05048;R00424;R04639
K01496	rxn02835	phosphoribosyl-AMP cyclohydrolase [EC:3.5.4.19]	R04037
K00162	rxn00011;rxn00154;rxn39387;rxn39306;rxn01242;rxn02342	pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]	R00209;R00014;R01699;R03270
K01493	rxn01217	dCMP deaminase [EC:3.5.4.12]	R01663
K00163	rxn00011;rxn00154;rxn39387;rxn39306;rxn01242;rxn02342	pyruvate dehydrogenase E1 component [EC:1.2.4.1]	R00209;R00014;R01699;R03270
K01494	rxn00407;rxn01672	dCTP deaminase [EC:3.5.4.13]	R02325;R00568
K01491	rxn01211;rxn00907	methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9]	R01220;R01655
K00161	rxn00011;rxn00154;rxn39387;rxn39306;rxn01242;rxn02342	pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	R00209;R00014;R01699;R03270
K01492	rxn03005;rxn03004;rxn03137	phosphoribosylglycinamide/phosphoribosylaminoimidazolecarboxamide formyltransferase [EC:2.1.2.2 2.1.2.3]	R04560;R04325;R04326
K01499	rxn02480	methenyltetrahydromethanopterin cyclohydrolase [EC:3.5.4.27]	R03464
K00169	rxn14178;rxn13974;rxn07824	pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1]	R01196;R01199;R08034
K24071	rxn23648;rxn23649	glycine/sarcosine/dimethylglycine N-methyltransferase [EC:2.1.1.156 2.1.1.157]	R10061;R10060
K13552	rxn15850	paromamine 6'-oxidase [EC:1.1.3.43]	R08896
K13551	rxn15849	2'-N-acetylparomamine deacetylase [EC:3.5.1.112]	R08895
K13554	rxn15852	neamine phosphoribosyltransferase [EC:2.4.2.49]	R08898
K13553	rxn15851;rxn23419	neamine transaminase [EC:2.6.1.93]	R08897
K13550	rxn15848;rxn23402	2-deoxystreptamine N-acetyl-D-glucosaminyltransferase / 2-deoxystreptamine glucosyltransferase [EC:2.4.1.283 2.4.1.284]	R08894;R10096
K13559	rxn15860;rxn15859	[BtrI acyl-carrier protein]--L-glutamate ligase [EC:6.2.1.39]	R08905;R08906
K13556	rxn15854	UDP-N-acetyl-D-glucosamine:ribostamycin N-acetyl-D-glucosaminyltransferase [EC:2.4.1.285]	R08900
K13555	rxn15853	5''-phosphoribostamycin phosphatase [EC:3.1.3.88]	R08899
K13557	rxn15858	neomycin C epimerase [EC:5.1.3.-]	R08904
K00232	rxn02803;rxn03253;rxn02679;rxn02720;rxn00872;rxn07678;rxn07740;rxn07686;rxn00946;rxn03251;rxn07682;rxn07724	acyl-CoA oxidase [EC:1.3.3.6]	R01279;R04754;R07934;R03777;R03857;R07950;R03990;R07892;R01175;R07888;R12356;R04751;R07896
K01563	rxn03670;rxn07485;rxn03669;rxn03671;rxn03668;rxn03596;rxn07484	haloalkane dehalogenase [EC:3.8.1.5]	R05368;R05369;R05367;R07669;R05284;R07670;R05370
K00230	rxn16331	menaquinone-dependent protoporphyrinogen oxidase [EC:1.3.5.3]	R09489
K01561	rxn03599	haloacetate dehalogenase [EC:3.8.1.3]	R05287
K00231	rxn02304;rxn20627;rxn11593	protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]	R03222;R04178
K01560	rxn03599	2-haloacid dehalogenase [EC:3.8.1.2]	R05287
K01569	rxn00373	oxalate decarboxylase [EC:4.1.1.2]	R00522
K00239	rxn48571;rxn39326;rxn06109	succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]	R02164
K00236	rxn48571;rxn39326;rxn06109	succinate dehydrogenase (ubiquinone) cytochrome b560 subunit	R02164
K00237	rxn48571;rxn39326;rxn06109	succinate dehydrogenase (ubiquinone) membrane anchor subunit	R02164
K01568	rxn00011;rxn00544	pyruvate decarboxylase [EC:4.1.1.1]	R00014;R00755
K24204	rxn01560	mannitol-1-/sugar-/sorbitol-6-/2-deoxyglucose-6-phosphatase [EC:3.1.3.22 3.1.3.23 3.1.3.50 3.1.3.68]	R02167
K00234	rxn48571;rxn39326;rxn06109	succinate dehydrogenase (ubiquinone) flavoprotein subunit [EC:1.3.5.1]	R02164
K01565	rxn39870	N-sulfoglucosamine sulfohydrolase [EC:3.10.1.1]	R07814
K00235	rxn48571;rxn39326;rxn06109	succinate dehydrogenase (ubiquinone) iron-sulfur subunit [EC:1.3.5.1]	R02164
K13563	rxn15863	ribostamycin:4-(gamma-L-glutamylamino)-(S)-2-hydroxybutanoyl-[BtrI acyl-carrier protein] 4-(gamma-L-glutamylamino)-(S)-2-hydroxybutanoate transferase [EC:2.3.2.19]	R08909
K13562	rxn03975;rxn03974	NAD(P)H:FMN oxidoreductase [EC:1.5.1.-]	R05706;R05705
K12234	rxn16236;rxn16237	coenzyme F420-0:L-glutamate ligase / coenzyme F420-1:gamma-L-glutamate ligase [EC:6.3.2.31 6.3.2.34]	R09399;R09400
K13565	rxn15910	4-hydroxybenzoate geranyltransferase [EC:2.5.1.93]	R09040
K13564	rxn15864	gamma-L-glutamyl-butirosin B gamma-L-glutamyl cyclotransferase [EC:4.3.2.6]	R08910
K13561	rxn15862	4-(gamma-L-glutamylamino)butanoyl-[BtrI acyl-carrier protein] monooxygenase [EC:1.14.14.13]	R08908
K13560	rxn15861	L-glutamyl-[BtrI acyl-carrier protein] decarboxylase [EC:4.1.1.95]	R08907
K12235	rxn00425	serine racemase [EC:5.1.1.18]	R00589
K13566	rxn00254;rxn00200	omega-amidase [EC:3.5.1.3]	R00269;R00348
K00222	rxn07314;rxn03911	Delta14-sterol reductase [EC:1.3.1.70]	R07483;R05639
K00220	rxn00525;rxn01268	cyclohexadieny/prephenate dehydrogenase [EC:1.3.1.43 1.3.1.12]	R01728;R00732
K00227	rxn04993;rxn07336;rxn07317;rxn07322;rxn15679	Delta7-sterol 5-desaturase [EC:1.14.19.20]	R07486;R07215;R07491;R07505
K00228	rxn02303	coproporphyrinogen III oxidase [EC:1.3.3.3]	R03220
K00225	rxn00443;rxn07494	L-galactono-1,4-lactone dehydrogenase [EC:1.3.2.3]	R07679;R00640
K01556	rxn00728;rxn02767;rxn01930	kynureninase [EC:3.7.1.3]	R02668;R00987;R03936
K00226	rxn01360;rxn13251	dihydroorotate dehydrogenase (fumarate) [EC:1.3.98.1]	R01867
K01557	rxn00801	acylpyruvate hydrolase [EC:3.7.1.5]	R01085
K00223	rxn03913	Delta24(24(1))-sterol reductase [EC:1.3.1.71]	R05641
K01555	rxn00993	fumarylacetoacetase [EC:3.7.1.2]	R01364
K13534	rxn15315;rxn06217;rxn39352	patatin-like phospholipase domain-containing protein 3 [EC:3.1.1.3 2.3.1.-]	R02250;R02687
K13535	rxn15906	cardiolipin-specific phospholipase [EC:3.1.1.-]	R09038
K00254	rxn14299;rxn39312	dihydroorotate dehydrogenase [EC:1.3.5.2]	R01868
K01585	rxn00405	arginine decarboxylase [EC:4.1.1.19]	R00566
K00255	rxn02803;rxn03253;rxn03251;rxn00946;rxn02679;rxn02720	long-chain-acyl-CoA dehydrogenase [EC:1.3.8.8]	R03990;R04751;R01279;R04754;R03777;R03857
K01586	rxn00313	diaminopimelate decarboxylase [EC:4.1.1.20]	R00451
K00252	rxn39990;rxn06172;rxn39343;rxn01802	glutaryl-CoA dehydrogenase [EC:1.3.8.6]	R02487;R02488;R10074
K01583	rxn00405	arginine decarboxylase [EC:4.1.1.19]	R00566
K00253	rxn02866	isovaleryl-CoA dehydrogenase [EC:1.3.8.4]	R04095
K01584	rxn00405	arginine decarboxylase [EC:4.1.1.19]	R00566
K01581	rxn00470	ornithine decarboxylase [EC:4.1.1.17]	R00670
K00251	rxn01588;rxn02636;rxn06132;rxn14099;rxn03294;rxn02070;rxn14291;rxn02039;rxn03291	3-oxo-5-beta-steroid 4-dehydrogenase [EC:1.3.1.3]	R04817;R02498;R02893;R02841;R04823;R02215;R03713;R01835;R02219
K01582	rxn00322	lysine decarboxylase [EC:4.1.1.18]	R00462
K01580	rxn01231;rxn00346;rxn01784;rxn00194	glutamate decarboxylase [EC:4.1.1.15]	R00261;R01682;R02466;R00489
K01589	rxn05114	5-(carboxyamino)imidazole ribonucleotide synthase [EC:6.3.4.18]	R07404
K00259	rxn00278	alanine dehydrogenase [EC:1.4.1.1]	R00396
K01587	rxn02938;rxn03147	phosphoribosylaminoimidazole carboxylase / phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:4.1.1.21 6.3.2.6]	R04591;R04209
K00257	rxn03148;rxn15480;rxn15479;rxn03129	acyl-ACP dehydrogenase [EC:1.3.99.-]	R04592;R04547
K01588	rxn05115	5-(carboxyamino)imidazole ribonucleotide mutase [EC:5.4.99.18]	R07405
K13541	rxn39858;rxn03513;rxn04047;rxn07586	cobalt-precorrin 5A hydrolase / precorrin-3B C17-methyltransferase [EC:3.7.1.12 2.1.1.131]	R05809;R07772;R05180
K13540	rxn04047;rxn02775;rxn14270;rxn03513	precorrin-2 C20-methyltransferase / precorrin-3B C17-methyltransferase [EC:2.1.1.130 2.1.1.131]	R05809;R03948;R05808;R05180
K13543	rxn02287;rxn02264	uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75]	R03165;R03194
K13542	rxn02287;rxn02264	uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75]	R03165;R03194
K13549	rxn15847	2-deoxy-scyllo-inosamine dehydrogenase (SAM-dependent) [EC:1.1.99.38]	R08893
K13548	rxn37181;rxn15846	2-deoxy-scyllo-inosamine dehydrogenase [EC:1.1.1.329]	R08892;R10130
